[I 2024-11-28 06:10:21,569] A new study created in RDB with name: SST-2-GATv2-google-bert-bert-base-uncased-Grouped-Global_Aggregation
[I 2024-11-28 06:15:29,069] Trial 0 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.4319459866925097, 'batch_size': 226, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: 0.8944954128440367.
[I 2024-11-28 09:33:09,466] Trial 38 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6568860999099063, 'batch_size': 117, 'attention_heads': 6, 'hidden_dimension': 243, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3325036296660819, 'global_pooling': 'max', 'learning_rate': 0.0021559525603043394, 'weight_decay': 0.0009441970303699162, 'beta_0': 0.885424747370929, 'beta_1': 0.9908747825345423, 'epsilon': 6.266851308908943e-05, 'balanced_loss': False, 'epochs': 143, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:37:32,529] Trial 39 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.7035826358846425, 'batch_size': 60, 'attention_heads': 4, 'hidden_dimension': 249, 'number_of_hidden_layers': 3, 'dropout_rate': 0.32982675492288915, 'global_pooling': 'sum', 'learning_rate': 0.0018552625265662761, 'weight_decay': 0.0004662771668602486, 'beta_0': 0.8918569317342201, 'beta_1': 0.9940414192194085, 'epsilon': 5.1505554318695785e-05, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:41:44,378] Trial 40 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7897213753530725, 'batch_size': 114, 'attention_heads': 8, 'hidden_dimension': 218, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3021097584589038, 'global_pooling': 'max', 'learning_rate': 0.0003782158369287945, 'weight_decay': 0.00034551405108451823, 'beta_0': 0.8847295062498813, 'beta_1': 0.9910819070980194, 'epsilon': 4.409842018498267e-05, 'balanced_loss': False, 'epochs': 165, 'early_stopping_patience': 17, 'plateau_patience': 14, 'plateau_divider': 4}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:46:22,530] Trial 41 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6424104636443091, 'batch_size': 136, 'attention_heads': 7, 'hidden_dimension': 233, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33393722836993833, 'global_pooling': 'max', 'learning_rate': 0.003369608038314691, 'weight_decay': 0.0008666174690951539, 'beta_0': 0.8777667609510721, 'beta_1': 0.9934168920399844, 'epsilon': 8.7193910939081e-05, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:50:48,689] Trial 42 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6717485842331389, 'batch_size': 123, 'attention_heads': 6, 'hidden_dimension': 231, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34863416283177173, 'global_pooling': 'max', 'learning_rate': 0.0017324383076887143, 'weight_decay': 0.0007083880804732431, 'beta_0': 0.8995497075928239, 'beta_1': 0.989941151491716, 'epsilon': 5.94684569805439e-05, 'balanced_loss': False, 'epochs': 120, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 4}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 09:57:12,669] Trial 43 finished with value: 0.8715596330275229 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6671940715993117, 'batch_size': 97, 'attention_heads': 13, 'hidden_dimension': 245, 'number_of_hidden_layers': 2, 'dropout_rate': 0.31603904801618055, 'global_pooling': 'max', 'learning_rate': 0.00803775262531521, 'weight_decay': 0.0004004867235345339, 'beta_0': 0.8859079985457743, 'beta_1': 0.9908944617425646, 'epsilon': 2.5908525977995357e-05, 'balanced_loss': False, 'epochs': 156, 'early_stopping_patience': 22, 'plateau_patience': 10, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:03:39,432] Trial 44 finished with value: 0.8474770642201835 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6328900251153562, 'batch_size': 152, 'attention_heads': 15, 'hidden_dimension': 208, 'number_of_hidden_layers': 2, 'dropout_rate': 0.37394758504787007, 'global_pooling': 'mean', 'learning_rate': 0.023416498580020994, 'weight_decay': 0.0007483039233890153, 'beta_0': 0.8743883131731051, 'beta_1': 0.9892705246571559, 'epsilon': 1.151850516574636e-05, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:10:57,433] Trial 45 finished with value: 0.8910550458715596 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5530407676710938, 'batch_size': 80, 'attention_heads': 13, 'hidden_dimension': 184, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3419071987964342, 'global_pooling': 'max', 'learning_rate': 0.002420543629428737, 'weight_decay': 0.00024873840371775517, 'beta_0': 0.8813352278901567, 'beta_1': 0.992635490037473, 'epsilon': 6.392958549048768e-05, 'balanced_loss': False, 'epochs': 181, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:15:43,484] Trial 46 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.703366377634203, 'batch_size': 137, 'attention_heads': 6, 'hidden_dimension': 256, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5972523781582937, 'global_pooling': 'max', 'learning_rate': 0.0012230229915902928, 'weight_decay': 0.0004839686587587185, 'beta_0': 0.8683769688499449, 'beta_1': 0.9904556171364188, 'epsilon': 2.0352888817427235e-05, 'balanced_loss': False, 'epochs': 148, 'early_stopping_patience': 18, 'plateau_patience': 11, 'plateau_divider': 3}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:20:09,551] Trial 47 finished with value: 0.8853211009174312 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.778048672646298, 'batch_size': 121, 'attention_heads': 11, 'hidden_dimension': 222, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3641851569087716, 'global_pooling': 'max', 'learning_rate': 0.004175839268157746, 'weight_decay': 0.00020592261524107476, 'beta_0': 0.8942974018813213, 'beta_1': 0.9887365101419231, 'epsilon': 3.6779562860651576e-05, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 10, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:28:07,510] Trial 48 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5925604714656125, 'batch_size': 148, 'attention_heads': 14, 'hidden_dimension': 239, 'number_of_hidden_layers': 3, 'dropout_rate': 0.32432552737594633, 'global_pooling': 'max', 'learning_rate': 0.0022277752349648718, 'weight_decay': 0.0008622682245326734, 'beta_0': 0.8872971669092556, 'beta_1': 0.9954057011274009, 'epsilon': 1.1592749062614741e-08, 'balanced_loss': False, 'epochs': 164, 'early_stopping_patience': 21, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:36:47,706] Trial 49 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5859922874032231, 'batch_size': 151, 'attention_heads': 16, 'hidden_dimension': 196, 'number_of_hidden_layers': 4, 'dropout_rate': 0.49157027373295725, 'global_pooling': 'mean', 'learning_rate': 0.0006948997264694684, 'weight_decay': 0.0005824088336215123, 'beta_0': 0.8880262075471155, 'beta_1': 0.9958543265800048, 'epsilon': 1.5466485412044256e-08, 'balanced_loss': False, 'epochs': 199, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:44:58,285] Trial 50 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5209744823242846, 'batch_size': 105, 'attention_heads': 14, 'hidden_dimension': 244, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3153002476805175, 'global_pooling': 'sum', 'learning_rate': 0.0015015158188603926, 'weight_decay': 0.0009938500885293548, 'beta_0': 0.865767392863534, 'beta_1': 0.9978701436582945, 'epsilon': 8.422567245393428e-08, 'balanced_loss': False, 'epochs': 163, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:50:42,721] Trial 51 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6246158727941598, 'batch_size': 144, 'attention_heads': 13, 'hidden_dimension': 229, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3199764904216597, 'global_pooling': 'max', 'learning_rate': 0.002167773435243923, 'weight_decay': 0.0007392456158801151, 'beta_0': 0.8766266950297777, 'beta_1': 0.9956846616268182, 'epsilon': 4.801812583192337e-08, 'balanced_loss': False, 'epochs': 179, 'early_stopping_patience': 21, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 10:58:16,065] Trial 52 finished with value: 0.8864678899082569 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6891225695744292, 'batch_size': 134, 'attention_heads': 15, 'hidden_dimension': 212, 'number_of_hidden_layers': 3, 'dropout_rate': 0.34989554144721663, 'global_pooling': 'max', 'learning_rate': 0.004585100162718237, 'weight_decay': 0.0004217344365316117, 'beta_0': 0.8824254391356212, 'beta_1': 0.9925938914747278, 'epsilon': 1.0392414788685075e-08, 'balanced_loss': False, 'epochs': 152, 'early_stopping_patience': 24, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:05:51,929] Trial 53 finished with value: 0.8841743119266054 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5570987242585361, 'batch_size': 181, 'attention_heads': 14, 'hidden_dimension': 237, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4722711066393644, 'global_pooling': 'max', 'learning_rate': 0.007685923156742224, 'weight_decay': 0.0009624011600711829, 'beta_0': 0.8875850935342691, 'beta_1': 0.9968299800274254, 'epsilon': 1.02109708193779e-05, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:13:02,873] Trial 54 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5940536501109835, 'batch_size': 146, 'attention_heads': 13, 'hidden_dimension': 222, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3376628843511495, 'global_pooling': 'max', 'learning_rate': 0.0024216750305939335, 'weight_decay': 0.00029182412045512335, 'beta_0': 0.8948148851701393, 'beta_1': 0.9872374699008999, 'epsilon': 6.129707137355486e-06, 'balanced_loss': False, 'epochs': 111, 'early_stopping_patience': 23, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:17:15,688] Trial 55 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6508051726259039, 'batch_size': 127, 'attention_heads': 4, 'hidden_dimension': 240, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4963532865319158, 'global_pooling': 'max', 'learning_rate': 0.0012233425749838996, 'weight_decay': 0.0006360967746173638, 'beta_0': 0.8802180063370068, 'beta_1': 0.9917519471966187, 'epsilon': 6.740998544779115e-07, 'balanced_loss': False, 'epochs': 161, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:24:18,947] Trial 56 finished with value: 0.8371559633027523 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6175845950359147, 'batch_size': 115, 'attention_heads': 15, 'hidden_dimension': 254, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3873043032841081, 'global_pooling': 'max', 'learning_rate': 0.01361536822949667, 'weight_decay': 0.00016317646198728625, 'beta_0': 0.8911509457020663, 'beta_1': 0.9932965135264806, 'epsilon': 1.883339000005121e-05, 'balanced_loss': False, 'epochs': 146, 'early_stopping_patience': 22, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:29:13,186] Trial 57 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5386339712415553, 'batch_size': 152, 'attention_heads': 14, 'hidden_dimension': 153, 'number_of_hidden_layers': 2, 'dropout_rate': 0.37365008879997086, 'global_pooling': 'max', 'learning_rate': 0.00036718911372132405, 'weight_decay': 0.00012227103067391617, 'beta_0': 0.8751728187251303, 'beta_1': 0.9817264270110768, 'epsilon': 9.882301746556804e-05, 'balanced_loss': False, 'epochs': 173, 'early_stopping_patience': 17, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:35:36,277] Trial 58 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5732838252082281, 'batch_size': 132, 'attention_heads': 11, 'hidden_dimension': 204, 'number_of_hidden_layers': 4, 'dropout_rate': 0.32046100517022713, 'global_pooling': 'max', 'learning_rate': 0.002865612636516218, 'weight_decay': 0.00036800971392277315, 'beta_0': 0.8530732433680005, 'beta_1': 0.9876927791955923, 'epsilon': 3.92854022690494e-05, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:39:23,742] Trial 59 finished with value: 0.8853211009174312 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9029975246580153, 'batch_size': 158, 'attention_heads': 7, 'hidden_dimension': 172, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3103871466317557, 'global_pooling': 'max', 'learning_rate': 0.004591533472611772, 'weight_decay': 0.0007887187969504571, 'beta_0': 0.8708368302206811, 'beta_1': 0.9835542975056194, 'epsilon': 8.764084709591564e-06, 'balanced_loss': False, 'epochs': 125, 'early_stopping_patience': 23, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:43:26,846] Trial 60 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.7335367216462907, 'batch_size': 174, 'attention_heads': 9, 'hidden_dimension': 122, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5095884694351905, 'global_pooling': 'max', 'learning_rate': 0.0007142560575679905, 'weight_decay': 2.0785878756815245e-05, 'beta_0': 0.866978244628211, 'beta_1': 0.9904853966276956, 'epsilon': 4.568261992430584e-06, 'balanced_loss': False, 'epochs': 116, 'early_stopping_patience': 18, 'plateau_patience': 14, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:47:44,506] Trial 61 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.643808321123127, 'batch_size': 135, 'attention_heads': 7, 'hidden_dimension': 224, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33142634772879237, 'global_pooling': 'max', 'learning_rate': 0.0033025770287214502, 'weight_decay': 0.0009024607149187432, 'beta_0': 0.8786995315187721, 'beta_1': 0.9934657425745028, 'epsilon': 7.409840396093514e-05, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:51:45,267] Trial 62 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.665802399953619, 'batch_size': 139, 'attention_heads': 5, 'hidden_dimension': 226, 'number_of_hidden_layers': 2, 'dropout_rate': 0.35860652720743647, 'global_pooling': 'max', 'learning_rate': 0.007719859904703445, 'weight_decay': 0.0005522404307520691, 'beta_0': 0.8851399655605777, 'beta_1': 0.9946787243065803, 'epsilon': 6.897178533649352e-05, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 19, 'plateau_patience': 10, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 11:56:18,469] Trial 63 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.609508003561261, 'batch_size': 119, 'attention_heads': 7, 'hidden_dimension': 238, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3427601911929494, 'global_pooling': 'max', 'learning_rate': 0.0015793382545062488, 'weight_decay': 0.0007635546465680374, 'beta_0': 0.8790353302877318, 'beta_1': 0.9951991465523866, 'epsilon': 7.849437008043514e-05, 'balanced_loss': False, 'epochs': 157, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:00:29,698] Trial 64 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.708475956443766, 'batch_size': 128, 'attention_heads': 6, 'hidden_dimension': 217, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3244354574117162, 'global_pooling': 'max', 'learning_rate': 0.006364369703254134, 'weight_decay': 0.0004837178070277514, 'beta_0': 0.8729273275655722, 'beta_1': 0.9932215973103652, 'epsilon': 2.122076138908598e-05, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:04:26,131] Trial 65 finished with value: 0.8807339449541285 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.682316150133917, 'batch_size': 146, 'attention_heads': 5, 'hidden_dimension': 188, 'number_of_hidden_layers': 1, 'dropout_rate': 0.479743981307316, 'global_pooling': 'sum', 'learning_rate': 0.01991271085294275, 'weight_decay': 0.0009618605746320223, 'beta_0': 0.8614612481253544, 'beta_1': 0.9967825210311834, 'epsilon': 4.3291965673111045e-05, 'balanced_loss': False, 'epochs': 149, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:09:10,084] Trial 66 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6434482453472974, 'batch_size': 109, 'attention_heads': 12, 'hidden_dimension': 154, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3008053600555182, 'global_pooling': 'max', 'learning_rate': 0.004093605880838007, 'weight_decay': 0.00021862297143923404, 'beta_0': 0.8888834688361028, 'beta_1': 0.991514968780453, 'epsilon': 3.354849626534165e-05, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:14:22,738] Trial 67 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.4953378823806469, 'batch_size': 93, 'attention_heads': 13, 'hidden_dimension': 212, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41336647425460654, 'global_pooling': 'max', 'learning_rate': 0.0008941863206687302, 'weight_decay': 5.014966963983882e-06, 'beta_0': 0.8811537306793272, 'beta_1': 0.9850711773345555, 'epsilon': 2.90991419957579e-06, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 13, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:20:10,095] Trial 68 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.6316472831889781, 'batch_size': 156, 'attention_heads': 14, 'hidden_dimension': 248, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5781835899902623, 'global_pooling': 'max', 'learning_rate': 0.0026930915987722443, 'weight_decay': 3.7027196276892454e-05, 'beta_0': 0.8946891277491946, 'beta_1': 0.988869710927697, 'epsilon': 3.430728892150646e-07, 'balanced_loss': True, 'epochs': 168, 'early_stopping_patience': 18, 'plateau_patience': 12, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:25:43,219] Trial 69 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.6032997981157433, 'batch_size': 168, 'attention_heads': 13, 'hidden_dimension': 199, 'number_of_hidden_layers': 2, 'dropout_rate': 0.32975366129808337, 'global_pooling': 'mean', 'learning_rate': 0.002002797619313235, 'weight_decay': 0.00010163054899468637, 'beta_0': 0.8838399828629643, 'beta_1': 0.9921319995521539, 'epsilon': 7.19513740073122e-06, 'balanced_loss': False, 'epochs': 143, 'early_stopping_patience': 22, 'plateau_patience': 10, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:30:43,701] Trial 70 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5814171070635341, 'batch_size': 253, 'attention_heads': 8, 'hidden_dimension': 136, 'number_of_hidden_layers': 3, 'dropout_rate': 0.46003142393885305, 'global_pooling': 'max', 'learning_rate': 0.000483398661690127, 'weight_decay': 0.0006298789476657841, 'beta_0': 0.8644224571657851, 'beta_1': 0.9898662939692163, 'epsilon': 5.17653560447425e-05, 'balanced_loss': False, 'epochs': 182, 'early_stopping_patience': 25, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:35:05,294] Trial 71 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6521533216240799, 'batch_size': 138, 'attention_heads': 7, 'hidden_dimension': 235, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33483555832157613, 'global_pooling': 'max', 'learning_rate': 0.0035637614946391286, 'weight_decay': 0.0007945617802859864, 'beta_0': 0.8780603871706942, 'beta_1': 0.9931144825369631, 'epsilon': 7.877010917426415e-05, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 20, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:39:42,422] Trial 72 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6422338997849238, 'batch_size': 133, 'attention_heads': 8, 'hidden_dimension': 230, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3095814069872234, 'global_pooling': 'max', 'learning_rate': 0.005578350111030066, 'weight_decay': 0.0008523939005339545, 'beta_0': 0.8700914235813287, 'beta_1': 0.9939088903038746, 'epsilon': 9.710672701874295e-05, 'balanced_loss': False, 'epochs': 129, 'early_stopping_patience': 20, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:43:54,455] Trial 73 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6672329245800622, 'batch_size': 125, 'attention_heads': 6, 'hidden_dimension': 243, 'number_of_hidden_layers': 2, 'dropout_rate': 0.351776115744489, 'global_pooling': 'max', 'learning_rate': 0.003079928749591543, 'weight_decay': 0.0005246779369907596, 'beta_0': 0.8775238783829189, 'beta_1': 0.9910321980297142, 'epsilon': 5.551654025670315e-05, 'balanced_loss': False, 'epochs': 142, 'early_stopping_patience': 19, 'plateau_patience': 12, 'plateau_divider': 6}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:48:24,236] Trial 74 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.61230080304843, 'batch_size': 146, 'attention_heads': 7, 'hidden_dimension': 225, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3658456326624564, 'global_pooling': 'max', 'learning_rate': 0.0014206660752963715, 'weight_decay': 0.0006463966367537421, 'beta_0': 0.8868623685298661, 'beta_1': 0.9941304524435922, 'epsilon': 1.5156448678173965e-05, 'balanced_loss': False, 'epochs': 151, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:52:06,432] Trial 75 finished with value: 0.8944954128440367 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6853719934532675, 'batch_size': 103, 'attention_heads': 5, 'hidden_dimension': 38, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4389037823866329, 'global_pooling': 'max', 'learning_rate': 0.001869088071125884, 'weight_decay': 0.0003771988402164228, 'beta_0': 0.8747255463766399, 'beta_1': 0.9936408117004197, 'epsilon': 2.4721619421979454e-05, 'balanced_loss': False, 'epochs': 158, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 9}. Best is trial 35 with value: 0.9105504587155964.
[I 2024-11-28 12:57:11,816] Trial 76 finished with value: 0.8956422018348624 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.6271331849353641, 'batch_size': 139, 'attention_heads': 12, 'hidden_dimension': 181, 'number_of_hidden_layers': 2, 'dropout_rate': 0.33305253963787146, 'global_pooling': 'max', 'learning_rate': 0.0010178472910452397, 'weight_decay': 0.000987868049211425, 'beta_0': 0.8911964785751697, 'beta_1': 0.9926040367623123, 'epsilon': 2.000409045498069e-07, 'balanced_loss': True, 'epochs': 132, 'early_stopping_patience': 23, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 35 with value: 0.9105504587155964.
